,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Error_message,Wafer_map,Path,Defect,Thin F3,Thin F1,etching_rate_total,etching_rate_10_20,etching_rate_20_30,etching_rate_30_40
0,NOLSM325131325,2,Oxidation,dry,1214.3079484000002,O2,26.69,0.203,120.0,713.132,13,28,01-03-2019,1,Photo,1.46994,17.367,15.005999999999998,20.000999999999998,200.551,90.001,502.39099999999996,4017.1440000000002,4903.611,5.02,91.91799999999999,30.005,1,photo_li,41.676,I,365,505.388,109.628,1,Etching,340.0,1522.0,3644.0,5732.0,72.65100000000002,52.103,1.03,1,Implantation,1.500198e+16,1.316363e+17,6.468338e+17,3.011187e+17,6.000012e+17,30795.933999999997,103.43299999999999,854.0,154,141,none,"[[0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 2 1 2 1 2 1 1 2 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 0]
 [0 0 2 1 1 1 2 1 1 2 2 1 1 1 2 2 1 1 2 1 1 1 1 1 0 0]
 [0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 0]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 0]
 [1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1]
 [1 2 1 1 1 2 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1]
 [1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 2]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 0]
 [0 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 2 1 2 0 0]
 [0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 2 0 0 0 0]
 [0 0 0 0 0 2 1 1 1 2 1 1 1 1 2 1 2 2 1 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0]]",21111,0,1522.0,5732.0,179.73333333333332,208.8,212.2,118.2
1,NOLSM326132326,2,Oxidation,dry,978.11079156,O2,30.86,0.217,137.0,714.295,13,29,01-03-2019,1,Photo,0.86579,16.09,15.059000000000001,19.993,199.835,89.999,507.18300000000005,4072.913,4979.082,4.937,90.976,30.005,1,photo_li,53.612,H,405,541.732,104.917,2,Etching,265.0,1513.0,3631.0,5729.0,70.267,52.004,1.038,2,Implantation,1.105654e+16,4.367509e+16,1.041399e+18,3.026639e+17,6.000008e+17,32135.618,105.552,895.0,156,55,none,"[[0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 2 1 1 1 2 1 1 1 1 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 2 1 1 1 1 1 1 1 1 2 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 1 2 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0]
 [0 0 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 0]
 [0 2 1 1 1 1 2 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0]
 [1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2]
 [1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2]
 [1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1]
 [1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2]
 [2 1 1 1 1 1 2 1 1 1 1 1 2 1 2 1 1 2 1 1 2 1 1 2 1 2]
 [1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 2 2 1]
 [1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 2 1 1 0]
 [0 2 1 1 1 2 2 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 0]
 [0 0 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 2 0 0]
 [0 0 0 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 2 2 2 1 1 1 1 2 1 1 1 1 0 0 0 0]
 [0 0 0 0 0 1 1 2 1 1 2 1 1 2 1 1 1 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 2 1 1 1 1 2 1 2 2 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0]]",21122,0,1513.0,5729.0,182.13333333333333,209.8,211.8,124.8
2,NOLSM327133327,2,Oxidation,dry,1176.0191487,O2,31.07,0.218,116.0,710.1139999999997,13,30,01-03-2019,1,Photo,0.9048299999999999,19.026,14.93,19.995,202.118,90.001,501.286,4084.9390000000003,5031.989000000001,4.888,91.969,30.006,1,photo_li,47.598,I,365,532.2,106.632,3,Etching,411.0,1568.0,3653.0,5729.0,71.23100000000002,50.846000000000004,1.005,3,Implantation,1.044283e+16,1.507393e+16,6.473188e+17,2.983347e+17,5.999989e+17,31057.895,102.598,898.0,152,96,none,"[[0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 2 1 1 1 1 1 2 1 1 1 1 1 2 2 0 0 0 0 0 0]
 [0 0 0 0 2 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 0]
 [0 0 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 0]
 [0 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 0]
 [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 1 1 1]
 [1 2 2 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [0 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 2 1 1 1 2 1 1 0]
 [0 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 0]
 [0 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0 0 0]
 [0 0 0 0 1 1 1 2 2 1 2 1 1 1 1 1 2 1 2 2 1 2 0 0 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 1 2 2 1 1 1 1 1 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 1 2 2 1 1 0 0 0 0 0 0 0 0 0 0]]",21133,0,1568.0,5729.0,177.26666666666668,207.6,208.5,115.7
3,NOLSM328134328,2,Oxidation,dry,933.44273286,O2,31.04,0.196,143.0,710.617,13,31,01-03-2019,1,Photo,0.42196999999999996,18.891,14.947000000000001,20.004,194.668,90.0,503.39599999999996,4045.078,4969.316,4.933,91.458,30.000999999999998,1,photo_li,32.843,G,436,537.729,108.785,1,Etching,328.0,1326.0,3661.0,5718.0,71.295,51.665,1.025,1,Implantation,8885135000000000.0,1.022922e+17,3.408444e+17,2.999225e+17,5.999997e+17,32140.56600000001,102.963,879.0,155,105,none,"[[0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 2 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 0 0 0 0]
 [0 0 0 2 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 2 1 1 1 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 0 0]
 [0 0 1 2 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 0]
 [0 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 0]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 0]
 [1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2]
 [1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 2 1 1 1 1 1 1 2 2]
 [1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 1 1 1 1 1 2 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 2 1 1 1 1 1 2 2 1 2 2 2 1 1 1 1 1 1 1 1 1 1 2]
 [2 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 2 2 1 1 2 1 1]
 [0 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2 0]
 [0 1 2 2 1 1 1 1 2 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 0 0]
 [0 0 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0]
 [0 0 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 0 0 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 2 1 1 1 1 1 2 1 2 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 1 1 2 2 2 0 0 0 0 0 0 0 0 0 0]]",21111,0,1326.0,5718.0,179.66666666666663,205.7,233.5,99.8
4,NOLSM329135329,2,Oxidation,wet,1140.5987515999998,H2O,31.37,0.215,76.0,711.632,13,32,01-03-2019,1,Photo,1.7013900000000002,13.788,14.82,19.998,202.192,90.0,501.423,4010.176,5092.407,5.05,94.723,29.988000000000003,1,photo_li,57.37,H,405,522.143,109.913,2,Etching,219.0,1451.0,3637.0,5729.0,72.983,50.787,1.038,2,Implantation,1.665762e+16,7.883038e+16,7.255226e+17,3.018136e+17,6.000004e+17,31986.009,101.419,882.0,155,79,none,"[[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 1 1 2 1 1 1 1 1 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 2 1 1 1 1 1 1 2 1 1 2 1 0 0 0 0 0 0]
 [0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0 0 0 0]
 [0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 2 0 0 0]
 [0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 0]
 [0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0]
 [2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1]
 [1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 2 1 2 1 2]
 [1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1]
 [1 1 1 2 2 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 2 2 1 1 1]
 [1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1]
 [1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1]
 [0 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 0]
 [0 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 0]
 [0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 0]
 [0 0 0 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 0 0 0]
 [0 0 0 0 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0 0]
 [0 0 0 0 0 1 2 1 1 1 1 1 1 1 2 2 1 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 2 1 2 1 1 1 1 1 1 1 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 1 0 0 0 0 0 0 0 0 0 0]]",21122,0,1451.0,5729.0,183.66666666666663,209.2,218.6,123.2
5,NOLSM330136330,2,Oxidation,dry,1311.2254351,O2,41.03,0.213,114.0,710.084,13,33,01-03-2019,1,Photo,0.6988800000000001,18.771,14.997,20.0,197.199,90.0,501.079,4030.187,4946.249,4.945,91.069,30.003,1,photo_li,4.562,I,365,539.753,107.797,3,Etching,272.0,1540.0,3661.0,5704.0,70.207,51.687,1.023,3,Implantation,1.132187e+16,8.124183e+16,3.266156e+17,2.99357e+17,5.999966e+17,31982.632,103.84700000000001,871.0,152,96,none,"[[0 0 0 0 0 0 0 0 0 0 2 2 1 1 2 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 2 2 1 1 1 1 1 1 1 2 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 2 1 1 1 2 1 1 1 2 1 1 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0]
 [0 0 2 2 2 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 2 2 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 0 0]
 [0 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]
 [0 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 0]
 [1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
 [2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 2 1]
 [1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1]
 [2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1]
 [0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 0]
 [0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 0]
 [0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 0 0]
 [0 0 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 0]
 [0 0 0 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 2 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1 1 1 0 0 0 0]
 [0 0 0 0 0 2 1 1 2 1 1 1 1 1 1 2 1 2 1 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 2 1 1 1 2 1 1 1 1 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 2 1 1 2 1 0 0 0 0 0 0 0 0 0 0]]",21133,0,1540.0,5704.0,181.06666666666663,204.3,212.1,126.8
6,NOLSM331137331,2,Oxidation,dry,938.27667685,O2,30.24,0.21100000000000002,116.0,714.56,13,34,01-03-2019,1,Photo,0.8576799999999999,20.701,14.978,19.999000000000002,202.19400000000002,90.0,501.57199999999995,4126.143,5060.5059999999985,5.117,88.719,29.995,1,photo_li,59.61600000000001,I,365,482.812,107.033,1,Etching,429.0,1624.0,3617.0,5728.0,70.688,50.833999999999996,1.034,1,Implantation,1.13077e+16,1.162764e+17,9.131414e+17,2.989981e+17,5.99999e+17,32499.229,102.84,916.0,157,115,none,"[[0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 2 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 1 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 1 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 0 0]
 [0 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 0]
 [0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0]
 [1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1]
 [1 1 2 1 1 2 1 1 1 1 2 1 2 1 1 1 1 2 1 2 2 1 1 1 1 2]
 [1 2 1 1 2 1 2 1 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 2 2 1 1 1 2 2 2 1 2 1 1 1 1 1 1 1 1]
 [1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1]
 [1 1 2 2 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1]
 [1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1]
 [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 0]
 [0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]
 [0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 0 0]
 [0 0 0 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 2 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 2 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0]]",21111,0,1624.0,5728.0,176.63333333333333,211.1,199.3,119.5
